customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
HF11584,Arizona,12913.49818,Arizona,Basic,Master,1/11/11,Employed,M,62448,Suburban,Married,107,0.0,11,0.0,2,Personal Auto,Personal L3,Offer1,Branch,513.6,Four-Door Car,Medsize,A
VL36269,Washington,2466.581354,Washington,Basic,High School or Below,1/25/11,Unemployed,F,0,Suburban,Single,70,6.0,18,0.0,1,Special Auto,Special L1,Offer1,Branch,504.0,Four-Door Car,Small,A
NX18774,Oregon,8415.684559,Oregon,Basic,Bachelor,1/3/11,Employed,M,55308,Suburban,Divorced,107,17.0,74,0.0,6,Corporate Auto,Corporate L3,Offer1,Call Center,513.6,SUV,Medsize,A
NI17718,California,2150.178588,California,Basic,High School or Below,2/9/11,Unemployed,F,0,Suburban,Single,61,28.0,31,0.0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize,A
PU42145,California,24127.50402,California,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0.0,2,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Medsize,A
ST43550,Oregon,5727.327124,Oregon,Basic,Bachelor,1/26/11,Employed,M,99934,Suburban,Married,71,9.0,12,0.0,3,Special Auto,Special L3,Offer4,Web,460.323855,Four-Door Car,Medsize,A
GC81619,Oregon,4626.801093,Oregon,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Personal Auto,Personal L1,Offer2,Branch,547.2,SUV,Medsize,A
FC46260,California,5217.513287,California,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6.0,4,0.0,7,Corporate Auto,Corporate L2,Offer2,Web,261.930545,Two-Door Car,Medsize,A
RZ97514,calofornia,7498.824515,calofornia,Basic,Master,1/27/11,Unemployed,F,0,Suburban,Married,66,5.0,17,0.0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize,A
DH99299,California,8717.049833,California,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,A
KE61355,calofornia,5272.703428,calofornia,Basic,High School or Below,2/16/11,Employed,F,60260,Suburban,Married,66,14.0,84,0.0,3,Corporate Auto,Corporate L1,Offer2,Web,328.366827,Four-Door Car,Medsize,A
AX10148,California,2409.368488,California,Basic,Bachelor,2/1/11,Unemployed,F,0,Suburban,Married,66,3.0,97,0.0,1,Personal Auto,Personal L2,Offer4,Web,316.8,Four-Door Car,Medsize,A
BH86846,Washington,20708.25881,Washington,Basic,High School or Below,2/14/11,Employed,M,92079,Rural,Married,65,12.0,68,1.0,2,Corporate Auto,Corporate L3,Offer4,Agent,114.798771,Four-Door Car,Medsize,A
GX51965,California,8564.768226,California,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Personal Auto,Personal L1,Offer2,Agent,178.006524,Sports Car,Medsize,A
HN10814,Arizona,4178.586494,Arizona,Basic,Master,1/28/11,Employed,M,62113,Rural,Married,104,1.0,0,0.0,1,Personal Auto,Personal L3,Offer2,Web,5.894778,SUV,Medsize,A
XO94933,California,3944.231185,California,Basic,Bachelor,1/22/11,Employed,F,33282,Rural,Married,100,24.0,66,1.0,1,Personal Auto,Personal L3,Offer2,Agent,207.510821,SUV,Small,A
AI49712,Washington,2593.897887,Washington,Basic,High School or Below,1/21/11,Unemployed,F,0,Suburban,Single,72,15.149070740488469,99,0.38425610586747105,1,Personal Auto,Personal L1,Offer3,Call Center,345.6,Four-Door Car,Large,A
LP48634,California,2578.835541,California,Basic,High School or Below,2/26/11,Employed,F,59974,Rural,Divorced,65,23.0,5,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,127.233139,Four-Door Car,Medsize,A
WF75492,Oregon,8360.14874,Oregon,Basic,High School or Below,2/19/11,Employed,M,48521,Rural,Married,105,9.0,89,0.0,7,Personal Auto,Personal L3,Offer2,Branch,263.82569,Sports Car,Medsize,A
RT60959,Oregon,14585.37736,Oregon,Basic,High School or Below,1/6/11,Unemployed,F,0,Suburban,Married,194,26.0,10,0.0,5,Corporate Auto,Corporate L3,Offer1,Agent,931.2,Luxury SUV,Medsize,A
YL81070,Oregon,14396.24222,Oregon,Extended,High School or Below,2/5/11,Unemployed,M,0,Suburban,Single,205,14.0,63,0.0,4,Personal Auto,Personal L1,Offer1,Call Center,1476.0,Luxury Car,Medsize,A
SI88726,California,9100.787395,California,Basic,College,1/19/11,Employed,F,38898,Suburban,Divorced,117,26.0,68,0.0,3,Corporate Auto,Corporate L2,Offer1,Agent,561.6,SUV,Small,A
GI82721,Arizona,16938.29858,Arizona,Basic,College,2/21/11,Unemployed,F,0,Suburban,Single,69,24.0,99,0.0,2,Corporate Auto,Corporate L1,Offer1,Branch,340.780156,Four-Door Car,Medsize,A
HI34993,Oregon,5421.018201,Oregon,Basic,High School or Below,2/4/11,Employed,M,40376,Suburban,Married,69,16.0,46,0.0,8,Personal Auto,Personal L3,Offer2,Agent,427.874055,Four-Door Car,Large,A
GU60969,Arizona,2342.01381,Arizona,Basic,Bachelor,1/2/11,Retired,M,19581,Suburban,Single,67,2.0,94,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,321.6,Four-Door Car,Large,A
UI89243,California,5723.535705,California,Basic,Bachelor,2/9/11,Employed,F,77646,Suburban,Married,71,3.0,29,0.0,6,Personal Auto,Personal L2,Offer4,Branch,340.8,Four-Door Car,Large,A
KI55845,Oregon,13681.71178,Oregon,Basic,College,2/18/11,Employed,F,55588,Suburban,Married,114,15.0,40,0.0,2,Personal Auto,Personal L2,Offer1,Branch,547.2,SUV,Medsize,A
OF47250,California,8639.49502,California,Basic,Doctor,2/15/11,Employed,F,92374,Rural,Divorced,107,16.0,9,1.0,3,Personal Auto,Personal L2,Offer2,Call Center,220.018279,SUV,Medsize,A
UU70820,calofornia,5867.12642,calofornia,Basic,College,2/22/11,Employed,F,27880,Urban,Married,74,4.0,9,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,199.444294,Four-Door Car,Large,A
MA15172,California,10179.71704,California,Premium,Bachelor,1/5/11,Retired,F,14290,Suburban,Married,271,20.0,40,0.0,1,Personal Auto,Personal L2,Offer1,Agent,1300.8,Luxury SUV,Medsize,A
FD55376,California,20230.9675,California,Basic,High School or Below,2/22/11,Employed,M,48448,Suburban,Married,74,24.0,11,1.0,2,Corporate Auto,Corporate L3,Offer3,Agent,355.2,Four-Door Car,Medsize,A
FE62142,Oregon,4267.076892,Oregon,Basic,Bachelor,2/26/11,Employed,F,43682,Rural,Married,107,12.0,73,0.0,1,Corporate Auto,Corporate L3,Offer3,Branch,148.003496,SUV,Medsize,A
XO42145,Oregon,3933.813993,Oregon,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6.0,20,0.0,1,Personal Auto,Personal L1,Offer2,Web,674.973614,SUV,Medsize,A
FG99706,Oregon,5521.542577,Oregon,Extended,College,1/6/11,Unemployed,F,0,Suburban,Single,77,20.0,89,0.0,9,Personal Auto,Personal L3,Offer1,Agent,369.6,Four-Door Car,Medsize,A
ZZ62245,Oregon,6612.220871,Oregon,Extended,High School or Below,1/31/11,Unemployed,F,0,Suburban,Single,97,31.0,34,2.0,9,Personal Auto,Personal L2,Offer1,Web,669.399277,Four-Door Car,Medsize,A
NK91656,Oregon,2913.323811,Oregon,Extended,Master,1/3/11,Disabled,M,20075,Suburban,Divorced,79,7.0,2,1.0,1,Personal Auto,Personal L3,Offer1,Web,483.731784,Two-Door Car,Medsize,A
AF49625,Oregon,7189.106255,Oregon,Extended,Bachelor,1/29/11,Employed,F,75838,Urban,Single,90,6.0,64,0.0,6,Corporate Auto,Corporate L2,Offer2,Agent,428.907968,Two-Door Car,Small,A
PD19551,California,2537.969253,California,Basic,Bachelor,2/11/11,Employed,F,37612,Suburban,Divorced,64,0.0,32,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,307.2,Four-Door Car,Small,A
DU39756,Nevada,4170.687348,Nevada,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Corporate Auto,Corporate L2,Offer2,Branch,513.6,SUV,Large,A
KI25980,Washington,14722.22122,Washington,Extended,Master,2/1/11,Employed,M,43982,Suburban,Divorced,126,20.0,68,1.0,2,Personal Auto,Personal L3,Offer1,Web,604.8,SUV,Small,A
GQ21970,Nevada,24108.30057,Nevada,Basic,Bachelor,1/28/11,Disabled,F,17257,Suburban,Single,70,1.0,88,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,551.132139,Four-Door Car,Small,A
JP64518,Nevada,2402.81597,Nevada,Basic,Bachelor,1/15/11,Employed,M,21629,Suburban,Divorced,62,19.0,54,0.0,1,Corporate Auto,Corporate L2,Offer1,Call Center,298.626189,Two-Door Car,Small,A
SW94040,Oregon,7756.174223,Oregon,Extended,College,2/22/11,Employed,F,21326,Suburban,Divorced,99,22.0,9,0.0,3,Personal Auto,Personal L1,Offer1,Agent,632.765462,Four-Door Car,Medsize,A
NG62780,Oregon,4250.282624,Oregon,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,17.0,1,1.0,7,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Small,A
XN42396,California,7540.584824,California,Basic,Bachelor,1/20/11,Employed,M,29697,Rural,Married,64,6.0,43,0.0,2,Personal Auto,Personal L2,Offer3,Agent,147.128736,Four-Door Car,Medsize,A
NB57112,Oregon,8104.503269,Oregon,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Single,117,24.0,8,1.0,6,Personal Auto,Personal L2,Offer2,Agent,842.4,Sports Car,Medsize,A
KK95092,Arizona,7605.637524,Arizona,Basic,Bachelor,1/29/11,Employed,M,55281,Suburban,Married,192,22.0,68,1.0,1,Personal Auto,Personal L3,Offer1,Agent,921.6,Luxury SUV,Medsize,A
ON44465,California,5313.294035,California,Extended,High School or Below,1/24/11,Unemployed,F,0,Suburban,Single,77,8.0,10,1.0,9,Personal Auto,Personal L2,Offer1,Agent,863.3947,Four-Door Car,Medsize,A
MI81870,Arizona,15042.57658,Arizona,Premium,Bachelor,2/4/11,Employed,F,22799,Suburban,Married,190,10.0,75,0.0,6,Corporate Auto,Corporate L1,Offer2,Branch,912.0,SUV,Medsize,A
UI73924,Oregon,2469.56901,Oregon,Basic,Bachelor,1/2/11,Employed,F,55257,Urban,Married,64,0.0,77,3.0,1,Personal Auto,Personal L3,Offer3,Agent,209.596158,Two-Door Car,Medsize,A
OV54878,California,4639.035171,California,Premium,Bachelor,2/28/11,Unemployed,M,0,Suburban,Single,142,5.0,87,0.0,1,Corporate Auto,Corporate L2,Offer4,Web,1022.4,SUV,Medsize,A
CO15448,California,2908.020838,California,Basic,College,1/15/11,Employed,M,74212,Urban,Married,73,16.0,26,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,188.878749,Four-Door Car,Small,A
HJ57617,Oregon,7685.402943,Oregon,Basic,Bachelor,2/24/11,Employed,M,31686,Suburban,Married,101,14.0,45,2.0,8,Corporate Auto,Corporate L1,Offer1,Web,710.661746,SUV,Medsize,A
BW43011,California,3834.210713,California,Basic,High School or Below,1/22/11,Unemployed,M,0,Suburban,Single,112,13.0,13,0.0,1,Personal Auto,Personal L2,Offer1,Agent,806.4,SUV,Medsize,A
OS95734,California,7074.398104,California,Extended,Bachelor,2/28/11,Employed,F,94508,Suburban,Married,88,27.0,54,0.0,3,Personal Auto,Personal L3,Offer4,Agent,491.384479,Four-Door Car,Medsize,A
XC14741,California,2939.939038,California,Basic,High School or Below,2/26/11,Employed,M,97735,Urban,Divorced,73,24.0,26,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,188.667196,Four-Door Car,Medsize,A
FE20514,Oregon,5065.486772,Oregon,Basic,College,1/16/11,Employed,M,26733,Urban,Single,66,15.149070740488469,55,0.38425610586747105,5,Personal Auto,Personal L1,Offer2,Web,218.717113,Four-Door Car,Medsize,A
SK74843,Arizona,2442.422113,Arizona,Basic,Master,2/10/11,Employed,F,57963,Rural,Divorced,61,11.0,63,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.160829,Four-Door Car,Medsize,A
YJ69332,Oregon,6503.397049,Oregon,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1.0,9,0.0,6,Personal Auto,Personal L1,Offer1,Agent,451.670309,Two-Door Car,Small,A
SX29898,California,9111.75642,California,Basic,Bachelor,2/9/11,Employed,F,54751,Suburban,Married,114,6.0,50,0.0,3,Personal Auto,Personal L3,Offer3,Agent,721.241935,SUV,Medsize,A
FG24850,Oregon,5096.673223,Oregon,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9.0,81,0.0,3,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Small,A
FF68864,Arizona,14010.52742,Arizona,Basic,Bachelor,1/28/11,Employed,F,36523,Rural,Married,71,28.0,67,0.0,2,Personal Auto,Personal L1,Offer2,Web,101.353875,Four-Door Car,Medsize,A
EX97404,Oregon,2155.209879,Oregon,Basic,High School or Below,1/5/11,Unemployed,F,0,Suburban,Single,70,22.0,67,3.0,1,Personal Auto,Personal L3,Offer1,Branch,336.0,Four-Door Car,Medsize,A
ZR56751,Washington,6252.3631,Washington,Extended,Master,2/13/11,Employed,F,92895,Rural,Married,77,5.0,2,0.0,7,Personal Auto,Personal L2,Offer2,Call Center,43.14147,Two-Door Car,Small,A
TG95261,California,9031.214859,California,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15.0,47,0.0,9,Personal Auto,Personal L2,Offer1,Branch,650.52179,Sports Car,Medsize,A
XB77333,Oregon,13197.92893,Oregon,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,68,19.0,2,3.0,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large,A
GH49378,California,5059.325681,California,Basic,Bachelor,2/18/11,Employed,F,67371,Rural,Married,63,25.0,14,0.0,3,Personal Auto,Personal L3,Offer2,Web,86.599774,Four-Door Car,Medsize,A
RY92647,California,10506.77172,California,Extended,Bachelor,1/13/11,Unemployed,F,0,Suburban,Married,92,15.0,36,0.0,2,Personal Auto,Personal L3,Offer1,Branch,546.524896,Four-Door Car,Medsize,A
UA53326,Oregon,3304.758268,Oregon,Extended,College,2/28/11,Retired,F,23931,Suburban,Single,95,4.0,24,0.0,1,Personal Auto,Personal L3,Offer4,Web,456.0,Four-Door Car,Large,A
OJ94107,Arizona,5619.068508,Arizona,Premium,Master,2/4/11,Employed,M,50335,Urban,Married,140,9.0,54,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,456.52385,SUV,Medsize,A
CF62992,Oregon,2471.077732,Oregon,Basic,High School or Below,1/16/11,Employed,F,53074,Urban,Married,61,5.0,86,0.0,1,Personal Auto,Personal L2,Offer1,Agent,268.773368,Four-Door Car,Medsize,A
HD44279,calofornia,5090.44875,calofornia,Basic,Bachelor,2/8/11,Disabled,F,25226,Suburban,Divorced,71,13.0,97,1.0,4,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Medsize,A
FE90301,Nevada,5821.128509,Nevada,Basic,Bachelor,1/9/11,Employed,F,61108,Rural,Married,72,27.0,84,0.0,6,Personal Auto,Personal L1,Offer2,Agent,23.773332,Four-Door Car,Medsize,A
PD30266,calofornia,5015.643575,calofornia,Extended,College,2/10/11,Employed,F,73809,Urban,Married,125,5.0,57,0.0,1,Special Auto,Special L1,Offer1,Branch,537.315879,SUV,Medsize,A
GX13549,California,4974.235309,California,Basic,High School or Below,2/3/11,Unemployed,F,0,Suburban,Single,70,18.0,74,0.0,3,Personal Auto,Personal L1,Offer1,Call Center,336.0,Four-Door Car,Medsize,A
UQ87917,Oregon,12941.73353,Oregon,Basic,High School or Below,1/24/11,Employed,M,77060,Urban,Married,106,23.0,90,0.0,2,Personal Auto,Personal L2,Offer1,Branch,468.566133,SUV,Medsize,A
JE62426,Arizona,5908.16294,Arizona,Basic,High School or Below,2/3/11,Employed,F,86277,Urban,Divorced,74,19.0,33,0.0,3,Personal Auto,Personal L2,Offer2,Agent,212.039619,Four-Door Car,Medsize,A
JU74347,Oregon,7943.513275,Oregon,Basic,Bachelor,1/3/11,Employed,M,60214,Urban,Married,100,8.0,16,1.0,4,Corporate Auto,Corporate L3,Offer1,Agent,291.287905,Sports Car,Small,A
UR73910,California,2602.24525,California,Basic,College,1/25/11,Employed,M,38166,Urban,Married,67,25.0,5,1.0,1,Corporate Auto,Corporate L2,Offer4,Agent,236.842746,Four-Door Car,Medsize,A
PD32943,Oregon,4526.126785,Oregon,Basic,Bachelor,1/6/11,Unemployed,M,0,Suburban,Married,64,32.0,89,1.0,3,Personal Auto,Personal L3,Offer2,Branch,307.2,Four-Door Car,Small,A
RS20615,California,5671.927479,California,Basic,High School or Below,1/26/11,Employed,F,34974,Urban,Married,71,7.0,36,0.0,3,Special Auto,Special L1,Offer1,Web,315.160937,Four-Door Car,Medsize,A
XE18554,California,10436.57466,California,Extended,Bachelor,2/6/11,Medical Leave,F,24177,Suburban,Married,92,4.0,37,1.0,2,Personal Auto,Personal L2,Offer1,Agent,441.6,Four-Door Car,Medsize,A
FH69597,California,7172.070153,California,Basic,High School or Below,1/13/11,Employed,F,73836,Urban,Married,182,8.0,35,3.0,1,Personal Auto,Personal L3,Offer1,Branch,553.385695,Luxury Car,Medsize,A
FI65786,Oregon,7081.690974,Oregon,Extended,Master,2/1/11,Employed,F,93854,Suburban,Married,87,18.0,41,0.0,9,Corporate Auto,Corporate L2,Offer4,Web,417.6,Two-Door Car,Large,A
XK87182,Oregon,4502.207001,Oregon,Premium,College,1/25/11,Employed,F,46402,Urban,Married,113,7.0,2,0.0,1,Personal Auto,Personal L3,Offer1,Agent,476.385575,Four-Door Car,Medsize,A
LH85364,Oregon,26016.525,Oregon,Extended,High School or Below,1/17/11,Employed,F,43922,Rural,Single,83,2.0,43,0.0,2,Personal Auto,Personal L3,Offer1,Branch,40.740297,Four-Door Car,Large,A
UM94104,Oregon,5214.971007,Oregon,Basic,High School or Below,1/1/11,Employed,M,65375,Rural,Married,65,9.0,84,0.0,3,Personal Auto,Personal L3,Offer4,Branch,6.07744,Four-Door Car,Medsize,A
UX87150,California,7680.147853,California,Extended,College,1/1/11,Employed,M,68229,Suburban,Married,96,11.0,41,0.0,5,Corporate Auto,Corporate L2,Offer4,Branch,460.8,Four-Door Car,Medsize,A
LT16517,Oregon,10827.87278,Oregon,Extended,High School or Below,2/28/11,Employed,F,62053,Urban,Married,134,3.0,89,0.0,5,Personal Auto,Personal L3,Offer1,Web,614.03209,SUV,Medsize,A
MH13358,Oregon,2854.26694,Oregon,Basic,High School or Below,2/10/11,Employed,F,34807,Suburban,Single,73,15.149070740488469,90,0.38425610586747105,1,Personal Auto,Personal L3,Offer1,Agent,472.043042,Two-Door Car,Small,A
KT61396,California,3821.819872,California,Extended,College,1/16/11,Employed,F,79189,Rural,Married,95,15.149070740488469,50,0.38425610586747105,1,Corporate Auto,Corporate L2,Offer2,Branch,50.171541,Two-Door Car,Small,A
BL42392,Arizona,4826.831451,Arizona,Basic,Doctor,2/20/11,Medical Leave,M,18779,Urban,Married,63,10.0,65,0.0,4,Personal Auto,Personal L3,Offer3,Agent,215.255721,Four-Door Car,Large,A
QN62502,calofornia,3839.143697,calofornia,Extended,Bachelor,2/7/11,Employed,F,70146,Rural,Married,96,28.0,65,0.0,1,Personal Auto,Personal L1,Offer2,Branch,157.440069,Four-Door Car,Medsize,A
ZD65365,Oregon,2894.583582,Oregon,Basic,College,2/13/11,Employed,F,28204,Suburban,Married,73,6.0,12,0.0,1,Personal Auto,Personal L3,Offer2,Branch,486.987555,Four-Door Car,Medsize,A
FH65253,Oregon,23740.12142,Oregon,Extended,High School or Below,1/3/11,Employed,M,28025,Suburban,Married,87,28.0,94,0.0,2,Personal Auto,Personal L2,Offer2,Branch,611.40108,Four-Door Car,Medsize,A
AJ32539,Oregon,2829.312319,Oregon,Basic,Bachelor,2/27/11,Employed,M,25860,Suburban,Married,72,12.0,46,0.0,1,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize,A
GC17585,Arizona,13473.18567,Arizona,Basic,Bachelor,2/16/11,Employed,M,25302,Suburban,Married,70,13.0,16,1.0,2,Personal Auto,Personal L1,Offer2,Branch,336.0,Four-Door Car,Medsize,A
FQ51281,Oregon,8170.621997,Oregon,Basic,Bachelor,1/27/11,Employed,F,95241,Rural,Married,68,3.0,12,1.0,2,Personal Auto,Personal L3,Offer2,Branch,87.803087,Four-Door Car,Large,A
SM39580,Arizona,3187.351993,Arizona,Extended,Doctor,2/9/11,Unemployed,M,0,Suburban,Married,85,27.0,29,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,595.160486,Two-Door Car,Large,A
CW80905,Nevada,9212.613275,Nevada,Basic,High School or Below,2/18/11,Employed,M,70958,Rural,Married,115,1.0,57,0.0,7,Personal Auto,Personal L2,Offer1,Agent,115.400119,Sports Car,Medsize,A
LL92275,California,5028.739297,California,Basic,College,1/22/11,Unemployed,F,0,Urban,Married,67,21.0,60,0.0,5,Personal Auto,Personal L3,Offer4,Web,216.196521,Four-Door Car,Medsize,A
BC47264,California,7684.887717,California,Extended,College,2/5/11,Employed,F,62192,Rural,Single,98,30.0,28,0.0,5,Special Auto,Special L3,Offer3,Agent,243.292609,Two-Door Car,Medsize,A
ED28429,Washington,4159.593921,Washington,Basic,Bachelor,2/1/11,Unemployed,M,0,Suburban,Single,62,1.0,64,0.0,3,Personal Auto,Personal L1,Offer1,Agent,446.4,Four-Door Car,Medsize,A
ZD72991,California,4899.977003,California,Extended,Doctor,1/25/11,Employed,M,76594,Suburban,Married,122,26.0,9,1.0,1,Personal Auto,Personal L3,Offer1,Agent,832.453791,SUV,Medsize,A
EN38348,calofornia,23207.26972,calofornia,Extended,High School or Below,1/16/11,Employed,F,45039,Rural,Married,96,27.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Agent,192.144838,Four-Door Car,Large,A
BV98316,Arizona,6520.824777,Arizona,Extended,Bachelor,2/4/11,Employed,F,93721,Suburban,Married,80,22.0,62,0.0,6,Personal Auto,Personal L1,Offer2,Agent,489.594642,Four-Door Car,Large,A
LO99872,Oregon,5497.659883,Oregon,Basic,College,2/22/11,Employed,M,28128,Suburban,Married,70,6.0,52,0.0,4,Personal Auto,Personal L3,Offer3,Agent,336.0,Two-Door Car,Medsize,A
ST91578,California,6466.304259,California,Extended,Master,1/19/11,Unemployed,M,0,Rural,Divorced,90,3.0,76,0.0,7,Personal Auto,Personal L3,Offer3,Call Center,144.776935,Four-Door Car,Medsize,A
IS85460,California,5956.545724,California,Basic,High School or Below,1/10/11,Employed,F,48993,Suburban,Married,74,6.0,29,0.0,4,Personal Auto,Personal L1,Offer2,Call Center,810.461707,Two-Door Car,Medsize,A
ON44465,calofornia,5313.294035,calofornia,Extended,High School or Below,1/24/11,Unemployed,F,0,Suburban,Single,77,8.0,10,1.0,9,Personal Auto,Personal L2,Offer1,Agent,863.3947,Four-Door Car,Medsize,A
YB57848,Oregon,9928.986032,Oregon,Extended,Doctor,1/2/11,Employed,F,75716,Rural,Single,247,2.0,32,0.0,1,Personal Auto,Personal L3,Offer1,Branch,562.088587,Luxury Car,Medsize,A
FK28721,Oregon,7714.650119,Oregon,Basic,High School or Below,1/8/11,Unemployed,M,0,Suburban,Single,74,33.0,24,0.0,2,Corporate Auto,Corporate L2,Offer3,Agent,532.8,Two-Door Car,Medsize,A
